qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qlen,slen,aln_pct_qlen,aln_pct_slen
CDS_NC_013364.1_3705513_3706773_pos,CDS_NC_013364.1_5171107_5172373_pos,97.387,421,9,1,1,419,1,421,0.0,848.0,419,421,100.48,100.0
CDS_NC_013364.1_3706889_3707165_neg,CDS_NC_013364.1_5173363_5174038_pos,97.387,421,9,1,1,419,1,421,0.0,848.0,419,421,100.48,100.0
CDS_NC_013364.1_3706889_3707165_neg,CDS_NC_013364.1_5172489_5173110_neg,97.387,421,9,1,1,419,1,421,0.0,848.0,419,421,100.48,100.0
CDS_NC_013364.1_3706889_3707165_neg,CDS_NC_013364.1_5171107_5172373_pos,97.387,421,9,1,1,419,1,421,0.0,848.0,419,421,100.48,100.0
CDS_NC_013364.1_1203984_1205922_pos,CDS_NC_013364.1_2421277_2423215_neg,92.284,648,44,3,1,645,1,645,0.0,1228.0,645,645,100.47,100.47
CDS_NC_013364.1_1203984_1205922_pos,CDS_NC_013364.1_1617128_1619075_pos,90.741,648,57,1,1,645,1,648,0.0,1213.0,645,648,100.47,100.0
CDS_NC_013364.1_1203984_1205922_pos,CDS_NC_013364.1_2565459_2565715_neg,90.432,648,56,2,1,645,1,645,0.0,1208.0,645,645,100.47,100.47
CDS_NC_013364.1_1203984_1205922_pos,CDS_NC_013364.1_2563295_2565233_neg,90.432,648,56,2,1,645,1,645,0.0,1208.0,645,645,100.47,100.47
CDS_NC_013364.1_876250_879727_pos,CDS_NC_013364.1_1478164_1481644_pos,86.586,1163,147,2,1,1158,1,1159,0.0,2080.0,1158,1159,100.43,100.35
CDS_NC_013364.1_2014344_2017818_neg,CDS_NC_013364.1_3319742_3323219_neg,86.231,1162,151,2,1,1157,1,1158,0.0,2068.0,1157,1158,100.43,100.35
CDS_NC_013364.1_2014344_2017818_neg,CDS_NC_013364.1_2539825_2543302_neg,86.145,1162,152,2,1,1157,1,1158,0.0,2067.0,1157,1158,100.43,100.35
CDS_NC_013364.1_2014344_2017818_neg,CDS_NC_013364.1_4990364_4993841_pos,85.456,1162,160,2,1,1157,1,1158,0.0,2051.0,1157,1158,100.43,100.35
CDS_NC_013364.1_334761_335580_neg,CDS_NC_013364.1_2608163_2608985_pos,94.139,273,15,1,1,272,1,273,0.0,514.0,272,273,100.37,100.0
CDS_NC_013364.1_1344931_1345750_pos,CDS_NC_013364.1_2608163_2608985_pos,91.941,273,21,1,1,272,1,273,0.0,504.0,272,273,100.37,100.0
CDS_NC_013364.1_1638417_1641894_pos,CDS_NC_013364.1_2014344_2017818_neg,85.542,1162,159,2,1,1158,1,1157,0.0,2053.0,1158,1157,100.35,100.43
CDS_NC_013364.1_1765135_1768633_pos,CDS_NC_013364.1_2014344_2017818_neg,85.714,1169,149,7,1,1164,1,1156,0.0,2041.0,1165,1157,100.34,101.04
CDS_NC_013364.1_1617128_1619075_pos,CDS_NC_013364.1_2565459_2565715_neg,95.077,650,25,2,1,648,1,645,0.0,1273.0,648,645,100.31,100.78
CDS_NC_013364.1_1617128_1619075_pos,CDS_NC_013364.1_2563295_2565233_neg,95.077,650,25,2,1,648,1,645,0.0,1273.0,648,645,100.31,100.78
CDS_NC_013364.1_1617128_1619075_pos,CDS_NC_013364.1_2421277_2423215_neg,93.846,650,33,2,1,648,1,645,0.0,1254.0,648,645,100.31,100.78
CDS_NC_013364.1_1437455_1439921_neg,CDS_NC_013364.1_1995354_1997826_pos,93.925,823,48,1,1,821,1,823,0.0,1605.0,821,823,100.24,100.0
CDS_NC_013364.1_1437455_1439921_neg,CDS_NC_013364.1_2044709_2047181_pos,89.173,822,87,1,1,820,1,822,0.0,1521.0,821,823,100.12,99.88
CDS_NC_013364.1_876250_879727_pos,CDS_NC_013364.1_2014344_2017818_neg,94.219,1159,64,2,1,1158,1,1157,0.0,2268.0,1158,1157,100.09,100.17
CDS_NC_013364.1_5087661_5097333_neg,CDS_NC_013364.1_5097929_5098871_neg,100.0,3223,0,0,1,3223,1,3223,0.0,6675.0,3223,3223,100.0,100.0
CDS_NC_013364.1_2898963_2903478_neg,CDS_NC_013364.1_2903501_2903597_neg,100.0,1504,0,0,1,1504,1,1504,0.0,3088.0,1504,1504,100.0,100.0
CDS_NC_013364.1_4872548_4876772_pos,CDS_NC_013364.1_4876984_4877522_pos,100.0,1407,0,0,1,1407,1,1407,0.0,2885.0,1407,1407,100.0,100.0
CDS_NC_013364.1_1765135_1768633_pos,CDS_NC_013364.1_2396746_2400244_neg,99.313,1165,8,0,1,1165,1,1165,0.0,2390.0,1165,1165,100.0,100.0
CDS_NC_013364.1_2539825_2543302_neg,CDS_NC_013364.1_3319742_3323219_neg,99.914,1158,1,0,1,1158,1,1158,0.0,2388.0,1158,1158,100.0,100.0
CDS_NC_013364.1_1638417_1641894_pos,CDS_NC_013364.1_3319742_3323219_neg,98.014,1158,23,0,1,1158,1,1158,0.0,2343.0,1158,1158,100.0,100.0
CDS_NC_013364.1_1638417_1641894_pos,CDS_NC_013364.1_2539825_2543302_neg,97.927,1158,24,0,1,1158,1,1158,0.0,2341.0,1158,1158,100.0,100.0
CDS_NC_013364.1_1487123_1490525_pos,CDS_NC_013364.1_1491306_1491420_pos,100.0,1133,0,0,1,1133,1,1133,0.0,2318.0,1133,1133,100.0,100.0
CDS_NC_013364.1_1487123_1490525_pos,CDS_NC_013364.1_1491053_1491272_pos,100.0,1133,0,0,1,1133,1,1133,0.0,2318.0,1133,1133,100.0,100.0
CDS_NC_013364.1_1487123_1490525_pos,CDS_NC_013364.1_1490901_1491054_neg,100.0,1133,0,0,1,1133,1,1133,0.0,2318.0,1133,1133,100.0,100.0
CDS_NC_013364.1_1490901_1491054_neg,CDS_NC_013364.1_1491306_1491420_pos,100.0,1133,0,0,1,1133,1,1133,0.0,2318.0,1133,1133,100.0,100.0
CDS_NC_013364.1_1490901_1491054_neg,CDS_NC_013364.1_1491053_1491272_pos,100.0,1133,0,0,1,1133,1,1133,0.0,2318.0,1133,1133,100.0,100.0
CDS_NC_013364.1_1491053_1491272_pos,CDS_NC_013364.1_1491306_1491420_pos,100.0,1133,0,0,1,1133,1,1133,0.0,2318.0,1133,1133,100.0,100.0
CDS_NC_013364.1_1478164_1481644_pos,CDS_NC_013364.1_1638417_1641894_pos,96.462,1159,40,1,1,1159,1,1158,0.0,2310.0,1159,1158,100.0,100.09
CDS_NC_013364.1_1478164_1481644_pos,CDS_NC_013364.1_2539825_2543302_neg,95.945,1159,46,1,1,1159,1,1158,0.0,2293.0,1159,1158,100.0,100.09
CDS_NC_013364.1_1478164_1481644_pos,CDS_NC_013364.1_3319742_3323219_neg,95.858,1159,47,1,1,1159,1,1158,0.0,2293.0,1159,1158,100.0,100.09
CDS_NC_013364.1_528476_531839_pos,CDS_NC_013364.1_532077_532200_neg,100.0,1120,0,0,1,1120,1,1120,0.0,2281.0,1120,1120,100.0,100.0
CDS_NC_013364.1_1638417_1641894_pos,CDS_NC_013364.1_4990364_4993841_pos,94.56,1158,63,0,1,1158,1,1158,0.0,2274.0,1158,1158,100.0,100.0
CDS_NC_013364.1_2539825_2543302_neg,CDS_NC_013364.1_4990364_4993841_pos,93.955,1158,70,0,1,1158,1,1158,0.0,2261.0,1158,1158,100.0,100.0
CDS_NC_013364.1_3319742_3323219_neg,CDS_NC_013364.1_4990364_4993841_pos,93.869,1158,71,0,1,1158,1,1158,0.0,2259.0,1158,1158,100.0,100.0
CDS_NC_013364.1_1478164_1481644_pos,CDS_NC_013364.1_4990364_4993841_pos,91.803,1159,94,1,1,1159,1,1158,0.0,2211.0,1159,1158,100.0,100.09
CDS_NC_013365.1_32309_35486_pos,CDS_NC_013365.1_35821_36409_pos,100.0,1058,0,0,1,1058,1,1058,0.0,2209.0,1058,1058,100.0,100.0
CDS_NC_013364.1_1758677_1761920_pos,CDS_NC_013364.1_4984522_4987765_pos,98.333,1080,18,0,1,1080,1,1080,0.0,2131.0,1080,1080,100.0,100.0
CDS_NC_013364.1_2403459_2406702_neg,CDS_NC_013364.1_4984522_4987765_pos,98.148,1080,20,0,1,1080,1,1080,0.0,2129.0,1080,1080,100.0,100.0
CDS_NC_013364.1_1470672_1473915_pos,CDS_NC_013364.1_2403459_2406702_neg,97.963,1080,22,0,1,1080,1,1080,0.0,2125.0,1080,1080,100.0,100.0
CDS_NC_013364.1_1758677_1761920_pos,CDS_NC_013364.1_2403459_2406702_neg,98.056,1080,21,0,1,1080,1,1080,0.0,2125.0,1080,1080,100.0,100.0
CDS_NC_013364.1_1470672_1473915_pos,CDS_NC_013364.1_4984522_4987765_pos,97.778,1080,24,0,1,1080,1,1080,0.0,2123.0,1080,1080,100.0,100.0
CDS_NC_013364.1_1470672_1473915_pos,CDS_NC_013364.1_1758677_1761920_pos,97.778,1080,24,0,1,1080,1,1080,0.0,2118.0,1080,1080,100.0,100.0
CDS_NC_013364.1_1325324_1328006_pos,CDS_NC_013364.1_1328506_1329739_pos,100.0,893,0,0,1,893,1,893,0.0,1856.0,893,893,100.0,100.0
CDS_NC_013364.1_602643_605253_pos,CDS_NC_013364.1_605288_606294_pos,100.0,869,0,0,1,869,1,869,0.0,1784.0,869,869,100.0,100.0
CDS_NC_013364.1_1633170_1635816_pos,CDS_NC_013364.1_3325816_3328462_neg,99.659,881,3,0,1,881,1,881,0.0,1754.0,881,881,100.0,100.0
CDS_NC_013364.1_564697_567112_pos,CDS_NC_013364.1_567540_571753_pos,100.0,804,0,0,1,804,1,804,0.0,1601.0,804,804,100.0,100.0
CDS_NC_013364.1_3479360_3481595_neg,CDS_NC_013364.1_3481642_3482943_neg,100.0,744,0,0,1,744,1,744,0.0,1539.0,744,744,100.0,100.0
CDS_NC_013364.1_1624067_1626191_pos,CDS_NC_013364.1_3337435_3339559_pos,100.0,707,0,0,1,707,1,707,0.0,1452.0,707,707,100.0,100.0
CDS_NC_013364.1_2762279_2764313_pos,CDS_NC_013364.1_2764453_2768248_pos,100.0,677,0,0,1,677,1,677,0.0,1420.0,677,677,100.0,100.0
CDS_NC_013364.1_1627846_1629871_pos,CDS_NC_013364.1_3341214_3343239_pos,100.0,674,0,0,1,674,1,674,0.0,1394.0,674,674,100.0,100.0
CDS_NC_013364.1_2228859_2230788_neg,CDS_NC_013364.1_2231311_2233211_pos,100.0,642,0,0,1,642,1,642,0.0,1345.0,642,642,100.0,100.0
CDS_NC_013364.1_2563295_2565233_neg,CDS_NC_013364.1_2565459_2565715_neg,100.0,645,0,0,1,645,1,645,0.0,1333.0,645,645,100.0,100.0
CDS_NC_013364.1_1750956_1752894_pos,CDS_NC_013364.1_2412477_2414415_neg,100.0,645,0,0,1,645,1,645,0.0,1318.0,645,645,100.0,100.0
CDS_NC_013364.1_1750956_1752894_pos,CDS_NC_013364.1_2031212_2033150_neg,100.0,645,0,0,1,645,1,645,0.0,1318.0,645,645,100.0,100.0
CDS_NC_013364.1_2031212_2033150_neg,CDS_NC_013364.1_2412477_2414415_neg,100.0,645,0,0,1,645,1,645,0.0,1318.0,645,645,100.0,100.0
CDS_NC_013364.1_1462790_1464728_pos,CDS_NC_013364.1_2412477_2414415_neg,99.225,645,5,0,1,645,1,645,0.0,1305.0,645,645,100.0,100.0
CDS_NC_013364.1_1462790_1464728_pos,CDS_NC_013364.1_2031212_2033150_neg,99.225,645,5,0,1,645,1,645,0.0,1305.0,645,645,100.0,100.0
CDS_NC_013364.1_1462790_1464728_pos,CDS_NC_013364.1_1750956_1752894_pos,99.225,645,5,0,1,645,1,645,0.0,1305.0,645,645,100.0,100.0
CDS_NC_013364.1_1462790_1464728_pos,CDS_NC_013364.1_4976965_4978903_pos,98.605,645,9,0,1,645,1,645,0.0,1299.0,645,645,100.0,100.0
CDS_NC_013364.1_1750956_1752894_pos,CDS_NC_013364.1_4976965_4978903_pos,98.45,645,10,0,1,645,1,645,0.0,1296.0,645,645,100.0,100.0
CDS_NC_013364.1_2031212_2033150_neg,CDS_NC_013364.1_4976965_4978903_pos,98.45,645,10,0,1,645,1,645,0.0,1296.0,645,645,100.0,100.0
CDS_NC_013364.1_2412477_2414415_neg,CDS_NC_013364.1_4976965_4978903_pos,98.45,645,10,0,1,645,1,645,0.0,1296.0,645,645,100.0,100.0
CDS_NC_013364.1_262688_264830_pos,CDS_NC_013364.1_1858665_1860774_pos,89.06,713,67,2,1,713,1,702,0.0,1294.0,713,702,100.0,101.57
CDS_NC_013364.1_2421277_2423215_neg,CDS_NC_013364.1_2565459_2565715_neg,96.744,645,21,0,1,645,1,645,0.0,1294.0,645,645,100.0,100.0
CDS_NC_013364.1_2421277_2423215_neg,CDS_NC_013364.1_2563295_2565233_neg,96.744,645,21,0,1,645,1,645,0.0,1294.0,645,645,100.0,100.0
CDS_NC_013364.1_854064_855915_neg,CDS_NC_013364.1_855891_856133_pos,100.0,616,0,0,1,616,1,616,0.0,1275.0,616,616,100.0,100.0
CDS_NC_013364.1_1454319_1456170_pos,CDS_NC_013364.1_2039325_2041176_neg,99.351,616,4,0,1,616,1,616,0.0,1267.0,616,616,100.0,100.0
CDS_NC_013364.1_1139568_1141419_pos,CDS_NC_013364.1_4969533_4971384_pos,98.214,616,11,0,1,616,1,616,0.0,1253.0,616,616,100.0,100.0
CDS_NC_013364.1_854064_855915_neg,CDS_NC_013364.1_4969533_4971384_pos,97.89,616,13,0,1,616,1,616,0.0,1251.0,616,616,100.0,100.0
CDS_NC_013364.1_855891_856133_pos,CDS_NC_013364.1_4969533_4971384_pos,97.89,616,13,0,1,616,1,616,0.0,1251.0,616,616,100.0,100.0
CDS_NC_013364.1_854064_855915_neg,CDS_NC_013364.1_1139568_1141419_pos,96.916,616,19,0,1,616,1,616,0.0,1243.0,616,616,100.0,100.0
CDS_NC_013364.1_855891_856133_pos,CDS_NC_013364.1_1139568_1141419_pos,96.916,616,19,0,1,616,1,616,0.0,1243.0,616,616,100.0,100.0
CDS_NC_013364.1_1265779_1267597_neg,CDS_NC_013364.1_1267793_1268455_pos,100.0,605,0,0,1,605,1,605,0.0,1239.0,605,605,100.0,100.0
CDS_NC_013364.1_2857220_2859029_pos,CDS_NC_013364.1_2859025_2859255_pos,100.0,602,0,0,1,602,1,602,0.0,1239.0,602,602,100.0,100.0
CDS_NC_013364.1_2039325_2041176_neg,CDS_NC_013364.1_4969533_4971384_pos,96.753,616,20,0,1,616,1,616,0.0,1237.0,616,616,100.0,100.0
CDS_NC_013364.1_1454319_1456170_pos,CDS_NC_013364.1_4969533_4971384_pos,96.753,616,20,0,1,616,1,616,0.0,1236.0,616,616,100.0,100.0
CDS_NC_013364.1_1139568_1141419_pos,CDS_NC_013364.1_1454319_1456170_pos,96.266,616,23,0,1,616,1,616,0.0,1232.0,616,616,100.0,100.0
CDS_NC_013364.1_854064_855915_neg,CDS_NC_013364.1_2039325_2041176_neg,95.942,616,25,0,1,616,1,616,0.0,1231.0,616,616,100.0,100.0
CDS_NC_013364.1_855891_856133_pos,CDS_NC_013364.1_2039325_2041176_neg,95.942,616,25,0,1,616,1,616,0.0,1231.0,616,616,100.0,100.0
CDS_NC_013364.1_854064_855915_neg,CDS_NC_013364.1_1454319_1456170_pos,95.779,616,26,0,1,616,1,616,0.0,1230.0,616,616,100.0,100.0
CDS_NC_013364.1_855891_856133_pos,CDS_NC_013364.1_1454319_1456170_pos,95.779,616,26,0,1,616,1,616,0.0,1230.0,616,616,100.0,100.0
CDS_NC_013364.1_1139568_1141419_pos,CDS_NC_013364.1_2039325_2041176_neg,95.942,616,25,0,1,616,1,616,0.0,1230.0,616,616,100.0,100.0
CDS_NC_013364.1_3349246_3350965_neg,CDS_NC_013364.1_3351089_3352190_pos,100.0,572,0,0,1,572,1,572,0.0,1163.0,572,572,100.0,100.0
CDS_NC_013364.1_3068461_3070159_pos,CDS_NC_013364.1_3070173_3070908_pos,100.0,565,0,0,1,565,1,565,0.0,1154.0,565,565,100.0,100.0
CDS_NC_013364.1_4929422_4931072_pos,CDS_NC_013364.1_4931570_4931812_pos,100.0,549,0,0,1,549,1,549,0.0,1144.0,549,549,100.0,100.0
CDS_NC_013364.1_1461065_1462727_pos,CDS_NC_013364.1_2033213_2034875_neg,100.0,553,0,0,1,553,1,553,0.0,1139.0,553,553,100.0,100.0
CDS_NC_013364.1_1461065_1462727_pos,CDS_NC_013364.1_1749231_1750893_pos,99.458,553,3,0,1,553,1,553,0.0,1132.0,553,553,100.0,100.0
CDS_NC_013364.1_1749231_1750893_pos,CDS_NC_013364.1_2414478_2416140_neg,99.458,553,3,0,1,553,1,553,0.0,1132.0,553,553,100.0,100.0
CDS_NC_013364.1_1749231_1750893_pos,CDS_NC_013364.1_2033213_2034875_neg,99.458,553,3,0,1,553,1,553,0.0,1132.0,553,553,100.0,100.0
CDS_NC_013364.1_760355_761996_pos,CDS_NC_013364.1_762051_763372_neg,100.0,546,0,0,1,546,1,546,0.0,1126.0,546,546,100.0,100.0
CDS_NC_013364.1_1461065_1462727_pos,CDS_NC_013364.1_2414478_2416140_neg,98.915,553,6,0,1,553,1,553,0.0,1126.0,553,553,100.0,100.0
CDS_NC_013364.1_2033213_2034875_neg,CDS_NC_013364.1_2414478_2416140_neg,98.915,553,6,0,1,553,1,553,0.0,1126.0,553,553,100.0,100.0
CDS_NC_013364.1_1749231_1750893_pos,CDS_NC_013364.1_4975240_4976902_pos,98.734,553,7,0,1,553,1,553,0.0,1123.0,553,553,100.0,100.0
CDS_NC_013364.1_1461065_1462727_pos,CDS_NC_013364.1_4975240_4976902_pos,98.553,553,8,0,1,553,1,553,0.0,1122.0,553,553,100.0,100.0
CDS_NC_013364.1_2033213_2034875_neg,CDS_NC_013364.1_4975240_4976902_pos,98.553,553,8,0,1,553,1,553,0.0,1122.0,553,553,100.0,100.0
CDS_NC_013364.1_3710468_3712118_pos,CDS_NC_013364.1_3712336_3712486_pos,100.0,549,0,0,1,549,1,549,0.0,1122.0,549,549,100.0,100.0
CDS_NC_013364.1_2414478_2416140_neg,CDS_NC_013364.1_4975240_4976902_pos,98.192,553,10,0,1,553,1,553,0.0,1118.0,553,553,100.0,100.0
CDS_NC_013364.1_1294003_1295617_pos,CDS_NC_013364.1_1295647_1296478_neg,100.0,537,0,0,1,537,1,537,0.0,1098.0,537,537,100.0,100.0
CDS_NC_013364.1_5019784_5021434_pos,CDS_NC_013364.1_5021587_5022880_neg,100.0,549,0,0,1,549,1,549,0.0,1082.0,549,549,100.0,100.0
CDS_NC_013364.1_1275736_1277275_neg,CDS_NC_013364.1_1277324_1277429_neg,100.0,512,0,0,1,512,1,512,0.0,1055.0,512,512,100.0,100.0
CDS_NC_013366.1_7945_9484_neg,CDS_NC_013366.1_68160_68349_neg,100.0,512,0,0,1,512,1,512,0.0,1055.0,512,512,100.0,100.0
CDS_NC_013366.1_7945_9484_neg,CDS_NC_013366.1_66559_68098_pos,100.0,512,0,0,1,512,1,512,0.0,1055.0,512,512,100.0,100.0
CDS_NC_013366.1_7945_9484_neg,CDS_NC_013366.1_9533_9882_neg,100.0,512,0,0,1,512,1,512,0.0,1055.0,512,512,100.0,100.0
CDS_NC_013366.1_9533_9882_neg,CDS_NC_013366.1_68160_68349_neg,100.0,512,0,0,1,512,1,512,0.0,1055.0,512,512,100.0,100.0
CDS_NC_013366.1_9533_9882_neg,CDS_NC_013366.1_66559_68098_pos,100.0,512,0,0,1,512,1,512,0.0,1055.0,512,512,100.0,100.0
CDS_NC_013366.1_66559_68098_pos,CDS_NC_013366.1_68160_68349_neg,100.0,512,0,0,1,512,1,512,0.0,1055.0,512,512,100.0,100.0
CDS_NC_013364.1_1275736_1277275_neg,CDS_NC_013366.1_68160_68349_neg,99.414,512,3,0,1,512,1,512,0.0,1046.0,512,512,100.0,100.0
CDS_NC_013364.1_1275736_1277275_neg,CDS_NC_013366.1_66559_68098_pos,99.414,512,3,0,1,512,1,512,0.0,1046.0,512,512,100.0,100.0
CDS_NC_013364.1_1275736_1277275_neg,CDS_NC_013366.1_9533_9882_neg,99.414,512,3,0,1,512,1,512,0.0,1046.0,512,512,100.0,100.0
CDS_NC_013364.1_1275736_1277275_neg,CDS_NC_013366.1_7945_9484_neg,99.414,512,3,0,1,512,1,512,0.0,1046.0,512,512,100.0,100.0
CDS_NC_013364.1_1277324_1277429_neg,CDS_NC_013366.1_68160_68349_neg,99.414,512,3,0,1,512,1,512,0.0,1046.0,512,512,100.0,100.0
CDS_NC_013364.1_1277324_1277429_neg,CDS_NC_013366.1_66559_68098_pos,99.414,512,3,0,1,512,1,512,0.0,1046.0,512,512,100.0,100.0
CDS_NC_013364.1_1277324_1277429_neg,CDS_NC_013366.1_9533_9882_neg,99.414,512,3,0,1,512,1,512,0.0,1046.0,512,512,100.0,100.0
CDS_NC_013364.1_1277324_1277429_neg,CDS_NC_013366.1_7945_9484_neg,99.414,512,3,0,1,512,1,512,0.0,1046.0,512,512,100.0,100.0
CDS_NC_013364.1_2082841_2084488_neg,CDS_NC_013364.1_5077785_5079432_neg,89.964,548,55,0,1,548,1,548,0.0,1027.0,548,548,100.0,100.0
CDS_NC_013370.1_91822_93307_pos,CDS_NC_013370.1_93411_93642_pos,100.0,494,0,0,1,494,1,494,0.0,1026.0,494,494,100.0,100.0
CDS_NC_013364.1_1626399_1627902_pos,CDS_NC_013364.1_3339767_3341270_pos,99.8,500,1,0,1,500,1,500,0.0,1019.0,500,500,100.0,100.0
CDS_NC_013364.1_1294003_1295617_pos,CDS_NC_013364.1_2567033_2568647_pos,94.041,537,32,0,1,537,1,537,0.0,1010.0,537,537,100.0,100.0
CDS_NC_013364.1_1295647_1296478_neg,CDS_NC_013364.1_2567033_2568647_pos,94.041,537,32,0,1,537,1,537,0.0,1010.0,537,537,100.0,100.0
CDS_NC_013364.1_1973702_1975163_neg,CDS_NC_013364.1_1975251_1976535_neg,100.0,486,0,0,1,486,1,486,0.0,1008.0,486,486,100.0,100.0
CDS_NC_013366.1_5687_7127_pos,CDS_NC_013366.1_7253_7907_neg,100.0,479,0,0,1,479,1,479,0.0,978.0,479,479,100.0,100.0
CDS_NC_013364.1_4028155_4029574_pos,CDS_NC_013364.1_4029757_4030805_pos,100.0,472,0,0,1,472,1,472,0.0,974.0,472,472,100.0,100.0
CDS_NC_013364.1_4571686_4573081_neg,CDS_NC_013364.1_4573099_4574976_neg,100.0,464,0,0,1,464,1,464,0.0,973.0,464,464,100.0,100.0
CDS_NC_013364.1_1904451_1905852_neg,CDS_NC_013364.1_4325668_4327069_neg,98.927,466,5,0,1,466,1,466,0.0,966.0,466,466,100.0,100.0
CDS_NC_013364.1_1124645_1126070_neg,CDS_NC_013364.1_1437455_1439921_neg,97.89,474,10,0,1,474,1,474,0.0,961.0,474,821,100.0,57.73
CDS_NC_013364.1_864723_866229_pos,CDS_NC_013364.1_2553320_2554826_neg,95.609,501,22,0,1,501,1,501,0.0,941.0,501,501,100.0,100.0
CDS_NC_013364.1_4502635_4504018_neg,CDS_NC_013364.1_4504483_4504612_pos,100.0,460,0,0,1,460,1,460,0.0,940.0,460,460,100.0,100.0
CDS_NC_013366.1_33010_34372_pos,CDS_NC_013366.1_34418_34981_pos,100.0,453,0,0,1,453,1,453,0.0,939.0,453,453,100.0,100.0
CDS_NC_013364.1_3986443_3987787_pos,CDS_NC_013364.1_3987794_3988391_neg,100.0,447,0,0,1,447,1,447,0.0,931.0,447,447,100.0,100.0
CDS_NC_013364.1_241825_243178_neg,CDS_NC_013364.1_243188_246622_neg,100.0,450,0,0,1,450,1,450,0.0,922.0,450,450,100.0,100.0
CDS_NC_013364.1_1124645_1126070_neg,CDS_NC_013364.1_1995354_1997826_pos,93.46,474,31,0,1,474,1,474,0.0,922.0,474,823,100.0,57.59
CDS_NC_013364.1_460705_462079_pos,CDS_NC_013364.1_462234_464002_pos,100.0,457,0,0,1,457,1,457,0.0,912.0,457,457,100.0,100.0
CDS_NC_013364.1_2904159_2905482_pos,CDS_NC_013364.1_2905696_2905916_pos,100.0,440,0,0,1,440,1,440,0.0,905.0,440,440,100.0,100.0
CDS_NC_013364.1_254354_255635_neg,CDS_NC_013364.1_255659_256741_neg,100.0,426,0,0,1,426,1,426,0.0,877.0,426,426,100.0,100.0
CDS_NC_013364.1_4510542_4511877_neg,CDS_NC_013364.1_4512051_4513534_pos,100.0,444,0,0,1,444,1,444,0.0,875.0,444,444,100.0,100.0
CDS_NC_013364.1_5171107_5172373_pos,CDS_NC_013364.1_5173363_5174038_pos,100.0,421,0,0,1,421,1,421,0.0,873.0,421,421,100.0,100.0
CDS_NC_013364.1_5171107_5172373_pos,CDS_NC_013364.1_5172489_5173110_neg,100.0,421,0,0,1,421,1,421,0.0,873.0,421,421,100.0,100.0
CDS_NC_013364.1_5172489_5173110_neg,CDS_NC_013364.1_5173363_5174038_pos,100.0,421,0,0,1,421,1,421,0.0,873.0,421,421,100.0,100.0
CDS_NC_013364.1_3705513_3706773_pos,CDS_NC_013364.1_3706889_3707165_neg,100.0,419,0,0,1,419,1,419,0.0,868.0,419,419,100.0,100.0
CDS_NC_013364.1_2632608_2633862_neg,CDS_NC_013364.1_2633880_2634420_neg,100.0,417,0,0,1,417,1,417,0.0,866.0,417,417,100.0,100.0
CDS_NC_013364.1_1642625_1643939_pos,CDS_NC_013364.1_3317697_3319011_neg,100.0,437,0,0,1,437,1,437,0.0,862.0,437,437,100.0,100.0
CDS_NC_013364.1_1642625_1643939_pos,CDS_NC_013364.1_2537781_2539095_neg,99.314,437,3,0,1,437,1,437,0.0,858.0,437,437,100.0,100.0
CDS_NC_013364.1_2537781_2539095_neg,CDS_NC_013364.1_3317697_3319011_neg,99.314,437,3,0,1,437,1,437,0.0,858.0,437,437,100.0,100.0
