qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qlen,slen,aln_pct_qlen,aln_pct_slen
CDS_NC_011748.1_4784433_4786524_pos,CDS_NC_011748.1_4786741_4786901_neg,100.0,696,0,0,1,696,1,696,0.0,1426.0,696,696,100.0,100.0
CDS_NC_011748.1_2423202_2425236_pos,CDS_NC_011748.1_2426409_2427107_pos,100.0,677,0,0,1,677,1,677,0.0,1420.0,677,677,100.0,100.0
CDS_NC_011748.1_2423202_2425236_pos,CDS_NC_011748.1_2425376_2426354_pos,100.0,677,0,0,1,677,1,677,0.0,1420.0,677,677,100.0,100.0
CDS_NC_011748.1_2425376_2426354_pos,CDS_NC_011748.1_2426409_2427107_pos,100.0,677,0,0,1,677,1,677,0.0,1420.0,677,677,100.0,100.0
CDS_NC_011748.1_1486481_1488467_neg,CDS_NC_011748.1_1488520_1488624_pos,100.0,661,0,0,1,661,1,661,0.0,1365.0,661,661,100.0,100.0
CDS_NC_011748.1_1949272_1951201_neg,CDS_NC_011748.1_1951724_1953623_pos,100.0,642,0,0,1,642,1,642,0.0,1347.0,642,642,100.0,100.0
CDS_NC_011748.1_2825639_2827658_pos,CDS_NC_011748.1_2828632_2830071_pos,100.0,672,0,0,1,672,1,672,0.0,1335.0,672,672,100.0,100.0
CDS_NC_011748.1_2825639_2827658_pos,CDS_NC_011748.1_2827668_2828616_pos,100.0,672,0,0,1,672,1,672,0.0,1335.0,672,672,100.0,100.0
CDS_NC_011748.1_2827668_2828616_pos,CDS_NC_011748.1_2828632_2830071_pos,100.0,672,0,0,1,672,1,672,0.0,1335.0,672,672,100.0,100.0
CDS_NC_011748.1_263190_265332_pos,CDS_NC_011748.1_1637803_1639912_pos,89.481,713,64,2,1,713,1,702,0.0,1299.0,713,702,100.0,101.57
CDS_NC_011748.1_4278888_4280766_neg,CDS_NC_011748.1_4280899_4281736_neg,100.0,625,0,0,1,625,1,625,0.0,1257.0,625,625,100.0,100.0
CDS_NC_011748.1_2499775_2501536_pos,CDS_NC_011748.1_2501790_2504382_neg,100.0,586,0,0,1,586,1,586,0.0,1203.0,586,586,100.0,100.0
CDS_NC_011748.1_5005386_5007006_neg,CDS_NC_011748.1_5007321_5008221_neg,100.0,539,0,0,1,539,1,539,0.0,1107.0,539,539,100.0,100.0
CDS_NC_011748.1_4787128_4788742_neg,CDS_NC_011748.1_4788947_4789687_pos,100.0,537,0,0,1,537,1,537,0.0,1099.0,537,537,100.0,100.0
CDS_NC_011748.1_3366115_3367624_neg,CDS_NC_011748.1_5046517_5047005_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3366115_3367624_neg,CDS_NC_011748.1_5044928_5046437_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3366115_3367624_neg,CDS_NC_011748.1_4781787_4782124_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3366115_3367624_neg,CDS_NC_011748.1_4780575_4781315_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3366115_3367624_neg,CDS_NC_011748.1_4778394_4779903_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3366115_3367624_neg,CDS_NC_011748.1_4770988_4771378_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3366115_3367624_neg,CDS_NC_011748.1_4769945_4770685_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3366115_3367624_neg,CDS_NC_011748.1_4767764_4769273_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3366115_3367624_neg,CDS_NC_011748.1_4754250_4754724_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3366115_3367624_neg,CDS_NC_011748.1_4752652_4754161_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3366115_3367624_neg,CDS_NC_011748.1_3368296_3369034_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3368296_3369034_neg,CDS_NC_011748.1_5046517_5047005_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3368296_3369034_neg,CDS_NC_011748.1_5044928_5046437_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3368296_3369034_neg,CDS_NC_011748.1_4781787_4782124_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3368296_3369034_neg,CDS_NC_011748.1_4780575_4781315_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3368296_3369034_neg,CDS_NC_011748.1_4778394_4779903_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3368296_3369034_neg,CDS_NC_011748.1_4770988_4771378_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3368296_3369034_neg,CDS_NC_011748.1_4769945_4770685_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3368296_3369034_neg,CDS_NC_011748.1_4767764_4769273_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3368296_3369034_neg,CDS_NC_011748.1_4754250_4754724_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3368296_3369034_neg,CDS_NC_011748.1_4752652_4754161_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4752652_4754161_pos,CDS_NC_011748.1_5046517_5047005_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4752652_4754161_pos,CDS_NC_011748.1_5044928_5046437_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4752652_4754161_pos,CDS_NC_011748.1_4781787_4782124_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4752652_4754161_pos,CDS_NC_011748.1_4780575_4781315_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4752652_4754161_pos,CDS_NC_011748.1_4778394_4779903_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4752652_4754161_pos,CDS_NC_011748.1_4770988_4771378_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4752652_4754161_pos,CDS_NC_011748.1_4769945_4770685_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4752652_4754161_pos,CDS_NC_011748.1_4767764_4769273_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4752652_4754161_pos,CDS_NC_011748.1_4754250_4754724_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4754250_4754724_pos,CDS_NC_011748.1_5046517_5047005_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4754250_4754724_pos,CDS_NC_011748.1_5044928_5046437_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4754250_4754724_pos,CDS_NC_011748.1_4781787_4782124_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4754250_4754724_pos,CDS_NC_011748.1_4780575_4781315_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4754250_4754724_pos,CDS_NC_011748.1_4778394_4779903_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4754250_4754724_pos,CDS_NC_011748.1_4770988_4771378_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4754250_4754724_pos,CDS_NC_011748.1_4769945_4770685_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4754250_4754724_pos,CDS_NC_011748.1_4767764_4769273_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4767764_4769273_neg,CDS_NC_011748.1_5046517_5047005_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4767764_4769273_neg,CDS_NC_011748.1_5044928_5046437_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4767764_4769273_neg,CDS_NC_011748.1_4781787_4782124_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4767764_4769273_neg,CDS_NC_011748.1_4780575_4781315_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4767764_4769273_neg,CDS_NC_011748.1_4778394_4779903_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4767764_4769273_neg,CDS_NC_011748.1_4770988_4771378_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4767764_4769273_neg,CDS_NC_011748.1_4769945_4770685_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4769945_4770685_neg,CDS_NC_011748.1_5046517_5047005_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4769945_4770685_neg,CDS_NC_011748.1_5044928_5046437_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4769945_4770685_neg,CDS_NC_011748.1_4781787_4782124_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4769945_4770685_neg,CDS_NC_011748.1_4780575_4781315_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4769945_4770685_neg,CDS_NC_011748.1_4778394_4779903_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4769945_4770685_neg,CDS_NC_011748.1_4770988_4771378_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4770988_4771378_neg,CDS_NC_011748.1_5046517_5047005_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4770988_4771378_neg,CDS_NC_011748.1_5044928_5046437_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4770988_4771378_neg,CDS_NC_011748.1_4781787_4782124_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4770988_4771378_neg,CDS_NC_011748.1_4780575_4781315_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4770988_4771378_neg,CDS_NC_011748.1_4778394_4779903_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4778394_4779903_neg,CDS_NC_011748.1_5046517_5047005_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4778394_4779903_neg,CDS_NC_011748.1_5044928_5046437_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4778394_4779903_neg,CDS_NC_011748.1_4781787_4782124_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4778394_4779903_neg,CDS_NC_011748.1_4780575_4781315_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4780575_4781315_neg,CDS_NC_011748.1_5046517_5047005_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4780575_4781315_neg,CDS_NC_011748.1_5044928_5046437_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4780575_4781315_neg,CDS_NC_011748.1_4781787_4782124_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4781787_4782124_neg,CDS_NC_011748.1_5046517_5047005_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4781787_4782124_neg,CDS_NC_011748.1_5044928_5046437_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_4790359_4791868_pos,CDS_NC_011748.1_4791957_4792431_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_5044928_5046437_pos,CDS_NC_011748.1_5046517_5047005_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_011748.1_3366115_3367624_neg,CDS_NC_011748.1_4791957_4792431_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_3366115_3367624_neg,CDS_NC_011748.1_4790359_4791868_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_3368296_3369034_neg,CDS_NC_011748.1_4791957_4792431_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_3368296_3369034_neg,CDS_NC_011748.1_4790359_4791868_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_4752652_4754161_pos,CDS_NC_011748.1_4791957_4792431_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_4752652_4754161_pos,CDS_NC_011748.1_4790359_4791868_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_4754250_4754724_pos,CDS_NC_011748.1_4791957_4792431_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_4754250_4754724_pos,CDS_NC_011748.1_4790359_4791868_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_4767764_4769273_neg,CDS_NC_011748.1_4791957_4792431_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_4767764_4769273_neg,CDS_NC_011748.1_4790359_4791868_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_4769945_4770685_neg,CDS_NC_011748.1_4791957_4792431_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_4769945_4770685_neg,CDS_NC_011748.1_4790359_4791868_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_4770988_4771378_neg,CDS_NC_011748.1_4791957_4792431_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_4770988_4771378_neg,CDS_NC_011748.1_4790359_4791868_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_4778394_4779903_neg,CDS_NC_011748.1_4791957_4792431_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_4778394_4779903_neg,CDS_NC_011748.1_4790359_4791868_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_4780575_4781315_neg,CDS_NC_011748.1_4791957_4792431_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_4780575_4781315_neg,CDS_NC_011748.1_4790359_4791868_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_4781787_4782124_neg,CDS_NC_011748.1_4791957_4792431_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_4781787_4782124_neg,CDS_NC_011748.1_4790359_4791868_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_4790359_4791868_pos,CDS_NC_011748.1_5046517_5047005_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_4790359_4791868_pos,CDS_NC_011748.1_5044928_5046437_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_4791957_4792431_pos,CDS_NC_011748.1_5046517_5047005_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_4791957_4792431_pos,CDS_NC_011748.1_5044928_5046437_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_011748.1_1835645_1837292_neg,CDS_NC_011748.1_4729929_4731576_neg,90.146,548,54,0,1,548,1,548,0.0,1028.0,548,548,100.0,100.0
CDS_NC_011748.1_3474379_3475879_neg,CDS_NC_011748.1_3477467_3477551_pos,100.0,499,0,0,1,499,1,499,0.0,1011.0,499,499,100.0,100.0
CDS_NC_011748.1_3474379_3475879_neg,CDS_NC_011748.1_3476719_3477417_neg,100.0,499,0,0,1,499,1,499,0.0,1011.0,499,499,100.0,100.0
CDS_NC_011748.1_3474379_3475879_neg,CDS_NC_011748.1_3476129_3476705_pos,100.0,499,0,0,1,499,1,499,0.0,1011.0,499,499,100.0,100.0
CDS_NC_011748.1_3476129_3476705_pos,CDS_NC_011748.1_3477467_3477551_pos,100.0,499,0,0,1,499,1,499,0.0,1011.0,499,499,100.0,100.0
CDS_NC_011748.1_3476129_3476705_pos,CDS_NC_011748.1_3476719_3477417_neg,100.0,499,0,0,1,499,1,499,0.0,1011.0,499,499,100.0,100.0
CDS_NC_011748.1_3476719_3477417_neg,CDS_NC_011748.1_3477467_3477551_pos,100.0,499,0,0,1,499,1,499,0.0,1011.0,499,499,100.0,100.0
CDS_NC_011748.1_1751834_1753295_neg,CDS_NC_011748.1_1753383_1754667_neg,100.0,486,0,0,1,486,1,486,0.0,1009.0,486,486,100.0,100.0
CDS_NC_011748.1_695660_697112_pos,CDS_NC_011748.1_697171_698767_neg,100.0,483,0,0,1,483,1,483,0.0,993.0,483,483,100.0,100.0
CDS_NC_011748.1_1683014_1684415_neg,CDS_NC_011748.1_4031287_4032688_neg,98.927,466,5,0,1,466,1,466,0.0,966.0,466,466,100.0,100.0
CDS_NC_011748.1_4787128_4788742_neg,CDS_NC_011748.1_5030878_5032492_neg,90.317,537,52,0,1,537,1,537,0.0,961.0,537,537,100.0,100.0
CDS_NC_011748.1_4788947_4789687_pos,CDS_NC_011748.1_5030878_5032492_neg,90.317,537,52,0,1,537,1,537,0.0,961.0,537,537,100.0,100.0
CDS_NC_011748.1_1708299_1709700_neg,CDS_NC_011748.1_1709696_1713720_neg,100.0,466,0,0,1,466,1,466,0.0,948.0,466,466,100.0,100.0
CDS_NC_011748.1_3257616_3259134_neg,CDS_NC_011748.1_4737449_4738967_neg,88.515,505,58,0,1,505,1,505,0.0,939.0,505,505,100.0,100.0
CDS_NC_011748.1_3135357_3136698_neg,CDS_NC_011748.1_3136718_3138059_neg,100.0,446,0,0,1,446,1,446,0.0,929.0,446,446,100.0,100.0
CDS_NC_011748.1_3130235_3131537_neg,CDS_NC_011748.1_3132666_3135126_pos,100.0,433,0,0,1,433,1,433,0.0,899.0,433,433,100.0,100.0
CDS_NC_011748.1_3130235_3131537_neg,CDS_NC_011748.1_3131951_3132649_pos,100.0,433,0,0,1,433,1,433,0.0,899.0,433,433,100.0,100.0
CDS_NC_011748.1_3130235_3131537_neg,CDS_NC_011748.1_3131593_3131896_pos,100.0,433,0,0,1,433,1,433,0.0,899.0,433,433,100.0,100.0
CDS_NC_011748.1_3131593_3131896_pos,CDS_NC_011748.1_3132666_3135126_pos,100.0,433,0,0,1,433,1,433,0.0,899.0,433,433,100.0,100.0
CDS_NC_011748.1_3131593_3131896_pos,CDS_NC_011748.1_3131951_3132649_pos,100.0,433,0,0,1,433,1,433,0.0,899.0,433,433,100.0,100.0
CDS_NC_011748.1_3131951_3132649_pos,CDS_NC_011748.1_3132666_3135126_pos,100.0,433,0,0,1,433,1,433,0.0,899.0,433,433,100.0,100.0
CDS_NC_011748.1_3340113_3341376_pos,CDS_NC_011748.1_4806662_4807925_neg,98.81,420,5,0,1,420,1,420,0.0,860.0,420,420,100.0,100.0
CDS_NC_011748.1_2584735_2585956_pos,CDS_NC_011748.1_2586367_2586974_pos,100.0,406,0,0,1,406,1,406,0.0,843.0,406,406,100.0,100.0
CDS_NC_011748.1_2027914_2029123_neg,CDS_NC_011748.1_2029130_2029559_pos,100.0,402,0,0,1,402,1,402,0.0,841.0,402,402,100.0,100.0
CDS_NC_011748.1_4874643_4875852_pos,CDS_NC_011748.1_4875895_4876003_pos,100.0,402,0,0,1,402,1,402,0.0,839.0,402,402,100.0,100.0
CDS_NC_011748.1_230713_231922_pos,CDS_NC_011748.1_4976479_4977688_neg,100.0,402,0,0,1,402,1,402,0.0,832.0,402,402,100.0,100.0
CDS_NC_011748.1_230713_231922_pos,CDS_NC_011748.1_4970563_4971535_neg,100.0,402,0,0,1,402,1,402,0.0,832.0,402,402,100.0,100.0
CDS_NC_011748.1_230713_231922_pos,CDS_NC_011748.1_4969247_4970456_neg,100.0,402,0,0,1,402,1,402,0.0,832.0,402,402,100.0,100.0
CDS_NC_011748.1_230713_231922_pos,CDS_NC_011748.1_4968991_4969234_neg,100.0,402,0,0,1,402,1,402,0.0,832.0,402,402,100.0,100.0
CDS_NC_011748.1_230713_231922_pos,CDS_NC_011748.1_4968641_4968761_neg,100.0,402,0,0,1,402,1,402,0.0,832.0,402,402,100.0,100.0
