qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qlen,slen,aln_pct_qlen,aln_pct_slen
CDS_NC_018658.1_3211890_3213981_pos,CDS_NC_018658.1_3214198_3214358_neg,100.0,696,0,0,1,696,1,696,0.0,1427.0,696,696,100.0,100.0
CDS_NC_018658.1_2555370_2557515_pos,CDS_NC_018658.1_3280863_3283008_neg,94.398,714,40,0,1,714,1,714,0.0,1328.0,714,714,100.0,100.0
CDS_NC_018658.1_2174544_2176473_pos,CDS_NC_018658.1_2915154_2917083_neg,96.885,642,20,0,1,642,1,642,0.0,1300.0,642,642,100.0,100.0
CDS_NC_018658.1_4231273_4232992_pos,CDS_NC_018658.1_4233044_4233868_pos,100.0,572,0,0,1,572,1,572,0.0,1176.0,572,572,100.0,100.0
CDS_NC_018658.1_2553664_2555371_pos,CDS_NC_018658.1_3283007_3284714_neg,96.303,568,21,0,1,568,1,568,0.0,1159.0,568,568,100.0,100.0
CDS_NC_018658.1_2167849_2169703_pos,CDS_NC_018658.1_2922230_2924084_neg,87.844,617,75,0,1,617,1,617,0.0,1136.0,617,617,100.0,100.0
CDS_NC_018658.1_1060060_1061671_pos,CDS_NC_018658.1_1061802_1062747_pos,100.0,536,0,0,1,536,1,536,0.0,1107.0,536,536,100.0,100.0
CDS_NC_018658.1_1060060_1061671_pos,CDS_NC_018658.1_1061683_1061803_pos,100.0,536,0,0,1,536,1,536,0.0,1107.0,536,536,100.0,100.0
CDS_NC_018658.1_1061683_1061803_pos,CDS_NC_018658.1_1061802_1062747_pos,100.0,536,0,0,1,536,1,536,0.0,1107.0,536,536,100.0,100.0
CDS_NC_018658.1_4571693_4573307_pos,CDS_NC_018658.1_4574262_4574489_pos,100.0,537,0,0,1,537,1,537,0.0,1101.0,537,537,100.0,100.0
CDS_NC_018658.1_2634799_2636392_pos,CDS_NC_018658.1_2640943_2641684_pos,100.0,530,0,0,1,530,1,530,0.0,1093.0,530,530,100.0,100.0
CDS_NC_018658.1_2634799_2636392_pos,CDS_NC_018658.1_2636922_2640947_pos,100.0,530,0,0,1,530,1,530,0.0,1093.0,530,530,100.0,100.0
CDS_NC_018658.1_2636922_2640947_pos,CDS_NC_018658.1_2640943_2641684_pos,100.0,530,0,0,1,530,1,530,0.0,1093.0,530,530,100.0,100.0
CDS_NC_018658.1_20159_21776_pos,CDS_NC_018658.1_21775_22590_pos,100.0,538,0,0,1,538,1,538,0.0,1090.0,538,538,100.0,100.0
CDS_NC_018658.1_2176659_2178252_pos,CDS_NC_018658.1_2913375_2914968_neg,99.245,530,4,0,1,530,1,530,0.0,1085.0,530,530,100.0,100.0
CDS_NC_018666.1_41369_42941_pos,CDS_NC_018666.1_42994_43273_neg,100.0,523,0,0,1,523,1,523,0.0,1078.0,523,523,100.0,100.0
CDS_NC_018658.1_2565182_2566808_pos,CDS_NC_018658.1_3271660_3273286_neg,94.27,541,31,0,1,541,1,541,0.0,1065.0,541,541,100.0,100.0
CDS_NC_018658.1_3174407_3175907_pos,CDS_NC_018658.1_3175994_3176923_pos,100.0,499,0,0,1,499,1,499,0.0,1045.0,499,499,100.0,100.0
CDS_NC_018658.1_4754171_4755680_pos,CDS_NC_018658.1_4780504_4780630_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_018658.1_4754171_4755680_pos,CDS_NC_018658.1_4779708_4780448_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_018658.1_4754171_4755680_pos,CDS_NC_018658.1_4777527_4779036_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_018658.1_4754171_4755680_pos,CDS_NC_018658.1_4755769_4756243_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_018658.1_4755769_4756243_pos,CDS_NC_018658.1_4780504_4780630_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_018658.1_4755769_4756243_pos,CDS_NC_018658.1_4779708_4780448_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_018658.1_4755769_4756243_pos,CDS_NC_018658.1_4777527_4779036_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_018658.1_4777527_4779036_neg,CDS_NC_018658.1_4780504_4780630_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_018658.1_4777527_4779036_neg,CDS_NC_018658.1_4779708_4780448_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_018658.1_4779708_4780448_neg,CDS_NC_018658.1_4780504_4780630_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_018666.1_3210_4719_neg,CDS_NC_018666.1_6326_6649_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_018666.1_3210_4719_neg,CDS_NC_018666.1_6136_6337_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_018666.1_3210_4719_neg,CDS_NC_018666.1_5391_6131_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_018666.1_5391_6131_neg,CDS_NC_018666.1_6326_6649_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_018666.1_5391_6131_neg,CDS_NC_018666.1_6136_6337_neg,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_018666.1_6136_6337_neg,CDS_NC_018666.1_6326_6649_pos,100.0,502,0,0,1,502,1,502,0.0,1038.0,502,502,100.0,100.0
CDS_NC_018658.1_4557748_4559257_neg,CDS_NC_018658.1_4559929_4560647_neg,100.0,502,0,0,1,502,1,502,0.0,1037.0,502,502,100.0,100.0
CDS_NC_018658.1_4557748_4559257_neg,CDS_NC_018658.1_4780504_4780630_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4557748_4559257_neg,CDS_NC_018658.1_4779708_4780448_neg,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4557748_4559257_neg,CDS_NC_018658.1_4777527_4779036_neg,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4557748_4559257_neg,CDS_NC_018658.1_4755769_4756243_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4557748_4559257_neg,CDS_NC_018658.1_4754171_4755680_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4559929_4560647_neg,CDS_NC_018658.1_4780504_4780630_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4559929_4560647_neg,CDS_NC_018658.1_4779708_4780448_neg,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4559929_4560647_neg,CDS_NC_018658.1_4777527_4779036_neg,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4559929_4560647_neg,CDS_NC_018658.1_4755769_4756243_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4559929_4560647_neg,CDS_NC_018658.1_4754171_4755680_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4754171_4755680_pos,CDS_NC_018666.1_6326_6649_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4754171_4755680_pos,CDS_NC_018666.1_6136_6337_neg,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4754171_4755680_pos,CDS_NC_018666.1_5391_6131_neg,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4754171_4755680_pos,CDS_NC_018666.1_3210_4719_neg,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4755769_4756243_pos,CDS_NC_018666.1_6326_6649_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4755769_4756243_pos,CDS_NC_018666.1_6136_6337_neg,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4755769_4756243_pos,CDS_NC_018666.1_5391_6131_neg,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4755769_4756243_pos,CDS_NC_018666.1_3210_4719_neg,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4777527_4779036_neg,CDS_NC_018666.1_6326_6649_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4777527_4779036_neg,CDS_NC_018666.1_6136_6337_neg,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4777527_4779036_neg,CDS_NC_018666.1_5391_6131_neg,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4777527_4779036_neg,CDS_NC_018666.1_3210_4719_neg,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4779708_4780448_neg,CDS_NC_018666.1_6326_6649_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4779708_4780448_neg,CDS_NC_018666.1_6136_6337_neg,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4779708_4780448_neg,CDS_NC_018666.1_5391_6131_neg,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4779708_4780448_neg,CDS_NC_018666.1_3210_4719_neg,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4780504_4780630_pos,CDS_NC_018666.1_6326_6649_pos,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4780504_4780630_pos,CDS_NC_018666.1_6136_6337_neg,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4780504_4780630_pos,CDS_NC_018666.1_5391_6131_neg,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4780504_4780630_pos,CDS_NC_018666.1_3210_4719_neg,99.801,502,1,0,1,502,1,502,0.0,1036.0,502,502,100.0,100.0
CDS_NC_018658.1_4557748_4559257_neg,CDS_NC_018666.1_6326_6649_pos,99.602,502,2,0,1,502,1,502,0.0,1035.0,502,502,100.0,100.0
CDS_NC_018658.1_4557748_4559257_neg,CDS_NC_018666.1_6136_6337_neg,99.602,502,2,0,1,502,1,502,0.0,1035.0,502,502,100.0,100.0
CDS_NC_018658.1_4557748_4559257_neg,CDS_NC_018666.1_5391_6131_neg,99.602,502,2,0,1,502,1,502,0.0,1035.0,502,502,100.0,100.0
CDS_NC_018658.1_4557748_4559257_neg,CDS_NC_018666.1_3210_4719_neg,99.602,502,2,0,1,502,1,502,0.0,1035.0,502,502,100.0,100.0
CDS_NC_018658.1_4559929_4560647_neg,CDS_NC_018666.1_6326_6649_pos,99.602,502,2,0,1,502,1,502,0.0,1035.0,502,502,100.0,100.0
CDS_NC_018658.1_4559929_4560647_neg,CDS_NC_018666.1_6136_6337_neg,99.602,502,2,0,1,502,1,502,0.0,1035.0,502,502,100.0,100.0
CDS_NC_018658.1_4559929_4560647_neg,CDS_NC_018666.1_5391_6131_neg,99.602,502,2,0,1,502,1,502,0.0,1035.0,502,502,100.0,100.0
CDS_NC_018658.1_4559929_4560647_neg,CDS_NC_018666.1_3210_4719_neg,99.602,502,2,0,1,502,1,502,0.0,1035.0,502,502,100.0,100.0
CDS_NC_018658.1_3734532_3736071_pos,CDS_NC_018658.1_3736148_3738025_neg,100.0,512,0,0,1,512,1,512,0.0,1032.0,512,512,100.0,100.0
CDS_NC_018658.1_2500431_2502078_pos,CDS_NC_018658.1_4800112_4801759_pos,90.146,548,54,0,1,548,1,548,0.0,1028.0,548,548,100.0,100.0
CDS_NC_018658.1_2178241_2179747_pos,CDS_NC_018658.1_2911880_2913386_neg,99.401,501,3,0,1,501,1,501,0.0,1006.0,501,501,100.0,100.0
CDS_NC_018658.1_269664_271062_pos,CDS_NC_018658.1_271272_272671_pos,100.0,465,0,0,1,465,1,465,0.0,970.0,465,465,100.0,100.0
CDS_NC_018658.1_1023817_1025335_pos,CDS_NC_018658.1_4792721_4794239_pos,88.515,505,58,0,1,505,1,505,0.0,939.0,505,505,100.0,100.0
CDS_NC_018659.1_40145_41492_pos,CDS_NC_018659.1_41979_44775_neg,100.0,448,0,0,1,448,1,448,0.0,939.0,448,448,100.0,100.0
CDS_NC_018658.1_4545453_4546812_neg,CDS_NC_018658.1_4547093_4547225_pos,100.0,452,0,0,1,452,1,452,0.0,924.0,452,452,100.0,100.0
CDS_NC_018658.1_1569719_1571048_neg,CDS_NC_018658.1_1571065_1571284_neg,100.0,442,0,0,1,442,1,442,0.0,912.0,442,442,100.0,100.0
CDS_NC_018658.1_2642818_2644141_pos,CDS_NC_018658.1_2644452_2644661_pos,100.0,440,0,0,1,440,1,440,0.0,909.0,440,440,100.0,100.0
CDS_NC_018658.1_1143317_1144670_pos,CDS_NC_018658.1_1144671_1146012_pos,100.0,450,0,0,1,450,1,450,0.0,898.0,450,450,100.0,100.0
CDS_NC_018658.1_1157476_1158775_pos,CDS_NC_018658.1_1158834_1159707_neg,100.0,432,0,0,1,432,1,432,0.0,871.0,432,432,100.0,100.0
CDS_NC_018658.1_4534192_4535536_pos,CDS_NC_018658.1_4535934_4536632_pos,100.0,447,0,0,1,447,1,447,0.0,871.0,447,447,100.0,100.0
CDS_NC_018658.1_4534192_4535536_pos,CDS_NC_018658.1_4535709_4535880_neg,100.0,447,0,0,1,447,1,447,0.0,871.0,447,447,100.0,100.0
CDS_NC_018658.1_4535709_4535880_neg,CDS_NC_018658.1_4535934_4536632_pos,100.0,447,0,0,1,447,1,447,0.0,871.0,447,447,100.0,100.0
CDS_NC_018658.1_4735975_4737238_pos,CDS_NC_018658.1_4742312_4743317_pos,100.0,420,0,0,1,420,1,420,0.0,869.0,420,420,100.0,100.0
CDS_NC_018658.1_4735975_4737238_pos,CDS_NC_018658.1_4741950_4742328_neg,100.0,420,0,0,1,420,1,420,0.0,869.0,420,420,100.0,100.0
CDS_NC_018658.1_4735975_4737238_pos,CDS_NC_018658.1_4741564_4741912_pos,100.0,420,0,0,1,420,1,420,0.0,869.0,420,420,100.0,100.0
CDS_NC_018658.1_4735975_4737238_pos,CDS_NC_018658.1_4741348_4741519_pos,100.0,420,0,0,1,420,1,420,0.0,869.0,420,420,100.0,100.0
CDS_NC_018658.1_4735975_4737238_pos,CDS_NC_018658.1_4737690_4741207_pos,100.0,420,0,0,1,420,1,420,0.0,869.0,420,420,100.0,100.0
CDS_NC_018658.1_4737690_4741207_pos,CDS_NC_018658.1_4742312_4743317_pos,100.0,420,0,0,1,420,1,420,0.0,869.0,420,420,100.0,100.0
CDS_NC_018658.1_4737690_4741207_pos,CDS_NC_018658.1_4741950_4742328_neg,100.0,420,0,0,1,420,1,420,0.0,869.0,420,420,100.0,100.0
CDS_NC_018658.1_4737690_4741207_pos,CDS_NC_018658.1_4741564_4741912_pos,100.0,420,0,0,1,420,1,420,0.0,869.0,420,420,100.0,100.0
CDS_NC_018658.1_4737690_4741207_pos,CDS_NC_018658.1_4741348_4741519_pos,100.0,420,0,0,1,420,1,420,0.0,869.0,420,420,100.0,100.0
CDS_NC_018658.1_4741348_4741519_pos,CDS_NC_018658.1_4742312_4743317_pos,100.0,420,0,0,1,420,1,420,0.0,869.0,420,420,100.0,100.0
CDS_NC_018658.1_4741348_4741519_pos,CDS_NC_018658.1_4741950_4742328_neg,100.0,420,0,0,1,420,1,420,0.0,869.0,420,420,100.0,100.0
CDS_NC_018658.1_4741348_4741519_pos,CDS_NC_018658.1_4741564_4741912_pos,100.0,420,0,0,1,420,1,420,0.0,869.0,420,420,100.0,100.0
CDS_NC_018658.1_4741564_4741912_pos,CDS_NC_018658.1_4742312_4743317_pos,100.0,420,0,0,1,420,1,420,0.0,869.0,420,420,100.0,100.0
CDS_NC_018658.1_4741564_4741912_pos,CDS_NC_018658.1_4741950_4742328_neg,100.0,420,0,0,1,420,1,420,0.0,869.0,420,420,100.0,100.0
CDS_NC_018658.1_4741950_4742328_neg,CDS_NC_018658.1_4742312_4743317_pos,100.0,420,0,0,1,420,1,420,0.0,869.0,420,420,100.0,100.0
CDS_NC_018658.1_3317843_3319085_neg,CDS_NC_018658.1_3319373_3320634_neg,100.0,413,0,0,1,413,1,413,0.0,863.0,413,413,100.0,100.0
CDS_NC_018658.1_192909_194163_neg,CDS_NC_018658.1_194340_196370_neg,100.0,417,0,0,1,417,1,417,0.0,860.0,417,417,100.0,100.0
CDS_NC_018658.1_942853_944116_neg,CDS_NC_018658.1_4742312_4743317_pos,98.81,420,5,0,1,420,1,420,0.0,860.0,420,420,100.0,100.0
CDS_NC_018658.1_942853_944116_neg,CDS_NC_018658.1_4741950_4742328_neg,98.81,420,5,0,1,420,1,420,0.0,860.0,420,420,100.0,100.0
CDS_NC_018658.1_942853_944116_neg,CDS_NC_018658.1_4741564_4741912_pos,98.81,420,5,0,1,420,1,420,0.0,860.0,420,420,100.0,100.0
CDS_NC_018658.1_942853_944116_neg,CDS_NC_018658.1_4741348_4741519_pos,98.81,420,5,0,1,420,1,420,0.0,860.0,420,420,100.0,100.0
CDS_NC_018658.1_942853_944116_neg,CDS_NC_018658.1_4737690_4741207_pos,98.81,420,5,0,1,420,1,420,0.0,860.0,420,420,100.0,100.0
CDS_NC_018658.1_942853_944116_neg,CDS_NC_018658.1_4735975_4737238_pos,98.81,420,5,0,1,420,1,420,0.0,860.0,420,420,100.0,100.0
CDS_NC_018659.1_46298_47561_neg,CDS_NC_018659.1_47766_47961_neg,100.0,420,0,0,1,420,1,420,0.0,855.0,420,420,100.0,100.0
CDS_NC_018658.1_3180724_3182023_pos,CDS_NC_018658.1_3183064_3183762_neg,100.0,432,0,0,1,432,1,432,0.0,850.0,432,432,100.0,100.0
CDS_NC_018658.1_3180724_3182023_pos,CDS_NC_018658.1_3182266_3183049_neg,100.0,432,0,0,1,432,1,432,0.0,850.0,432,432,100.0,100.0
CDS_NC_018658.1_3182266_3183049_neg,CDS_NC_018658.1_3183064_3183762_neg,100.0,432,0,0,1,432,1,432,0.0,850.0,432,432,100.0,100.0
CDS_NC_018658.1_235999_237271_neg,CDS_NC_018658.1_237746_237853_pos,100.0,423,0,0,1,423,1,423,0.0,847.0,423,423,100.0,100.0
CDS_NC_018658.1_1289728_1290942_neg,CDS_NC_018658.1_1290977_1291262_neg,100.0,404,0,0,1,404,1,404,0.0,847.0,404,404,100.0,100.0
CDS_NC_018658.1_2566804_2568073_pos,CDS_NC_018658.1_3270395_3271664_neg,98.341,422,7,0,1,422,1,422,0.0,840.0,422,422,100.0,100.0
CDS_NC_018658.1_2737221_2738430_neg,CDS_NC_018658.1_2738437_2738939_pos,100.0,402,0,0,1,402,1,402,0.0,840.0,402,402,100.0,100.0
CDS_NC_018658.1_2003089_2004304_neg,CDS_NC_018658.1_2004499_2004841_neg,100.0,404,0,0,1,404,1,404,0.0,827.0,404,404,100.0,100.0
CDS_NC_018658.1_2269677_2270886_pos,CDS_NC_018658.1_2738437_2738939_pos,98.01,402,8,0,1,402,1,402,0.0,823.0,402,402,100.0,100.0
CDS_NC_018658.1_2269677_2270886_pos,CDS_NC_018658.1_2737221_2738430_neg,98.01,402,8,0,1,402,1,402,0.0,823.0,402,402,100.0,100.0
CDS_NC_018658.1_2737221_2738430_neg,CDS_NC_018658.1_4668271_4669480_neg,97.015,402,12,0,1,402,1,402,0.0,816.0,402,402,100.0,100.0
